fy,title,title_url,original_solicitation,original_solicitation_url,recipient,state,award_number,amount,status
2024,Improving the Data Interpretation Process in Forensic Fire Debris Analysis,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03847-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,MARSHALL UNIVERSITY RESEARCH CORPORATION,WV,15PNIJ-24-GG-03847-NIJB,"$179,968",Past Project Period End Date
2024,Improving the Systems Response to Victims of Human Trafficking with Substance Use Disorders in Minnesota,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05452-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,RESEARCH TRIANGLE INSTITUTE,NC,15PNIJ-24-GG-05452-NIJB,"$399,969",Open
2024,Incentivized Informants and Wrongful Convictions: Understanding the Risks and Mitigating the Effects,https://nij.ojp.gov/funding/awards/15pnij-24-gk-03091-mumu,NIJ FY24 W.E.B. Du Bois Program of Research on Reducing Racial and Ethnic Disparities in the Justice System,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172018,LIFE AFTER JUSTICE,IL,15PNIJ-24-GK-03091-MUMU,"$1,133,976",Open
2024,Infusing Evidence into Police Reform: Field Initiated Action Research with the Louisville Metro Police Department,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05460-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,"OHIO STATE UNIVERSITY, THE",OH,15PNIJ-24-GG-05460-NIJB,"$403,512",Open
2024,Intelligence-Led Policing in New Jersey: Data Integration to Support the Investigation of Gun Crimes,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02572-ress,NIJ FY24 Research and Evaluation of Policing Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172011,NORTHEASTERN UNIVERSITY,MA,15PNIJ-24-GG-02572-RESS,"$877,946",Open
2024,Intergenerational Legal System Involvement Among Juvenile Justice-Involved Females and Their Offspring: Opportunities for Prevention,https://nij.ojp.gov/funding/awards/15pnij-24-gg-00871-titl,NIJ FY24 Longitudinal Research on Delinquency and Crime,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171957,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,IA,15PNIJ-24-GG-00871-TITL,"$1,001,902",Open
2024,Investigations Toward Development of a Technique for Rapid Identification of Forensically Relevant Necrophagous Beetle Species for Postmortem Interval Determination,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01567-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",NY,15PNIJ-24-GG-01567-RESS,"$111,822",Open
2024,Jury Deliberations of Child Witnesses with Autism Spectrum Disorder,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01572-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,TX,15PNIJ-24-GG-01572-RESS,"$180,000",Open
2024,Lead by Example: The Effects of Police Supervisors on Officer Behavior,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01582-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,UNIVERSITY OF ARIZONA,AZ,15PNIJ-24-GG-01582-RESS,"$39,499",Open
2024,Learning from an Implementation and Outcome Evaluation of the Colorado Threat Assessment and Management Protocol,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01049-mumu,NIJ FY24 Research and Evaluation on School Safety,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171992,THE REGENTS OF THE UNIVERSITY OF COLORADO,CO,15PNIJ-24-GG-01049-MUMU,"$1,199,320",Open
2024,Leisure Risk for Youth on Probation: How it Relates to Recidivism and How Probation Officers Address it in Case Planning,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01574-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,DREXEL UNIVERSITY,PA,15PNIJ-24-GG-01574-RESS,"$86,385",Open
2024,"Mass Shooter Leakage and Threats: A Multifaceted Assessment of Motives, Timing, Digital Behavior, and Opportunities for Attack Prevention",https://nij.ojp.gov/funding/awards/15pnij-24-gg-02405-ress,NIJ FY24 Research and Evaluation on Firearm Violence and Mass Shootings,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171966,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,NJ,15PNIJ-24-GG-02405-RESS,"$523,900",Open
2024,"More than a 'McJob': Criminal records, education, and access to middle-skill jobs",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01577-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,NORTHEASTERN UNIVERSITY,MA,15PNIJ-24-GG-01577-RESS,"$25,322",Open
2024,"MOSAIC: Unifying Methods of Sex, Stature, Affinity, & Age for Identification through Computational Standardization",https://nij.ojp.gov/funding/awards/15pnij-24-gg-03840-nijb,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,MICHIGAN STATE UNIVERSITY,MI,15PNIJ-24-GG-03840-NIJB,"$2,062,069",Open
2024,"Multi-level, Mixed Methods Evaluation of Elm City COMPASS: A Comprehensive Approach to 911 Crisis Response",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01556-ress,"NIJ FY24 Research and Evaluation on 911, Alternative Hotlines, and Alternative Responder Models",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171981,YALE UNIV,CT,15PNIJ-24-GG-01556-RESS,"$544,042",Open
2024,Nanoparticle-Decorated Micropillars As Integrated Raman Spectroscopy and Mass Spectrometry Substrates for Quantitative and High-Throughput Toxicology Drug Analysis,https://nij.ojp.gov/funding/awards/15pnij-23-gg-04235-ress/1,NIJ FY24 Invited to Apply – Forensic Science for Criminal Justice Purposes Program,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172241,TRUSTEES OF INDIANA UNIVERSITY,IN,15PNIJ-23-GG-04235-RESS,"$347,330",Open
2024,National Juvenile Court Data Archive,https://nij.ojp.gov/funding/awards/15pnij-24-gg-00751-titl,NIJ FY24 National Juvenile Court Data Archive,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171947,NATIONAL COUNCIL OF JUVENILE AND FAMILY COURT JUDGES,NV,15PNIJ-24-GG-00751-TITL,"$2,000,000",Open
2024,NIJ FY24 Domestic Radicalization and Violent Extremism Research Center of Excellence,https://nij.ojp.gov/funding/awards/15pnij-24-gk-00750-domr,NIJ FY24 Domestic Radicalization and Violent Extremism Research Center of Excellence,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171923,THE CNA CORPORATION,VA,15PNIJ-24-GK-00750-DOMR,"$6,998,958",Open
2024,NIJ LEADS,https://nij.ojp.gov/funding/awards/15pnij-23-gk-04221-nijb/1,,,NATIONAL POLICING INSTITUTE,VA,15PNIJ-23-GK-04221-NIJB,"$1,000,000",Open
2024,Non-Contact Detection of Fentanyl and Other Opioids: Towards a Generalized Approach to Detection of Dangerous Drug Classes,https://nij.ojp.gov/funding/awards/grant14119305,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,Naval Research Laboratory,,GRANT14119305,"$624,483",Open
2024,"Novel Psychoactive Substance Discovery, Education, and Reporting Institute",https://nij.ojp.gov/funding/awards/15pnij-24-gk-00981-coap,"NIJ FY24 Novel Psychoactive Substance Discovery, Education, and Reporting Institute",https://nij.ojp.gov/funding/opportunities/o-nij-2024-172007,THE FREDRIC RIEDERS FAMILY RENAISSANCE FOUNDATION,PA,15PNIJ-24-GK-00981-COAP,"$2,000,000",Open
2024,On the reliability of the forensic examination of electrical tapes and the influence of alteration sources encountered in casework,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03853-resd,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,SAM HOUSTON STATE UNIVERSITY,TX,15PNIJ-24-GG-03853-RESD,"$216,195",Open
2024,Persistence and Desistance across Generations: A Longitudinal Investigation,https://nij.ojp.gov/funding/awards/15pnij-24-gg-00872-mumu,NIJ FY24 Longitudinal Research on Delinquency and Crime,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171957,BOWLING GREEN STATE UNIVERSITY,OH,15PNIJ-24-GG-00872-MUMU,"$971,369",Open
2024,PRIPARE: Parole and Reduced Incarceration for People thru Access to Re-Entry,https://nij.ojp.gov/funding/awards/15pnij-24-gg-05446-nijb,NIJ FY24 Field-Initiated Action Research Partnerships,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172070,UNIVERSITY OF NEW MEXICO,NM,15PNIJ-24-GG-05446-NIJB,"$400,000",Open
2024,"Procedural and Structural Justice Through Causal Understanding, Component Decoupling, and Relation Characterization",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01565-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,CARNEGIE MELLON UNIVERSITY,PA,15PNIJ-24-GG-01565-RESS,"$60,000",Open
2024,"Quantitative Evaluation of Hemp-Derived Vape Products for Accurate Labeling, Identification of Unknowns, and Stability",https://nij.ojp.gov/funding/awards/djo-nij-25-ro-0003,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,National Institute of Standards and Technology,,DJO-NIJ-25-RO-0003,"$300,000",Open
2024,Quasi-experimental evaluation of contraband interdiction technologies,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01091-fsax,NIJ FY24 Research and Evaluation on Corrections,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171970,THE URBAN INSTITUTE,DC,15PNIJ-24-GG-01091-FSAX,"$849,383",Open
2024,Randomized Controlled Study of the EMPOWER Program to Prevent Abuse and Financial Exploitation of Older Adults,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01910-mumu,"NIJ FY24 Research on the Abuse, Neglect, and Financial Exploitation of Older Adults",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171942,THE URBAN INSTITUTE,DC,15PNIJ-24-GG-01910-MUMU,"$1,739,447",Open
2024,Reducing Collateral Consequences with Records Relief: Organizational Readiness for Implementing Strategies in State Courts,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02869-nijb,NIJ FY24 Evaluating Strategies to Advance the Implementation of Evidence-Based Policies and Practices,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172002,NATIONAL CENTER FOR STATE COURTS,VA,15PNIJ-24-GG-02869-NIJB,"$422,100",Open
2024,REFRAME: Research and Evaluation Framework for Reducing hArm and Measuring the Effectiveness of CVIPI Strategies,https://nij.ojp.gov/funding/awards/15pnij-24-gg-02984-cvip,NIJ FY24 Community-Based Violence Intervention and Prevention Initiative (CVIPI) Research and Evaluation,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172060,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,15PNIJ-24-GG-02984-CVIP,"$1,642,305",Open
2024,Research and Development for the Creation of Validated Protocols for the Forensic Detection and Quantification of Psilocybin and Psilocin in Complex Edible Matrices,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03848-mumu,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",NY,15PNIJ-24-GG-03848-MUMU,"$781,087",Open
2024,Research and Development of an Approach for Non-invasive Determination of Cannabis Ingestion for Forensic Science Purposes,https://nij.ojp.gov/funding/awards/15pnij-23-gg-04236-ress/1,NIJ FY24 Invited to Apply – Forensic Science for Criminal Justice Purposes Program,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172241,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",NY,15PNIJ-23-GG-04236-RESS,"$407,064",Open
2024,"Research, Evaluation, and Analysis of Call Handling on Three-Digit Hotlines (REACH-3D)",https://nij.ojp.gov/funding/awards/15pnij-24-gg-01559-ress,"NIJ FY24 Research and Evaluation on 911, Alternative Hotlines, and Alternative Responder Models",https://nij.ojp.gov/funding/opportunities/o-nij-2024-171981,UNIVERSITY OF CHICAGO,IL,15PNIJ-24-GG-01559-RESS,"$935,000",Open
2024,Safe Transitions for Teens,https://nij.ojp.gov/funding/awards/15pnij-24-ag-00117-reva,NIJ FY24 Invited to Apply – Safe Transitions for Teens: Assessing the Impact of Intimate Partner Transitional Housing on Adolescent Residents Study,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172130,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,TX,15PNIJ-24-AG-00117-REVA,"$842,337",Open
2024,Schoolhouse interrogations and confessions: Perspectives from principals and students,https://nij.ojp.gov/funding/awards/15pnij-24-gg-01564-ress,NIJ FY24 Graduate Research Fellowship,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171946,GEORGE MASON UNIVERSITY,VA,15PNIJ-24-GG-01564-RESS,"$120,741",Open
2024,"Secretariat for ISO/IEC JTC 1/SC 37, Biometrics",https://nij.ojp.gov/funding/awards/15pnij-21-gg-00662-ress/3,NIJ FY24 Invited to Apply - Operation of the Secretariat of SC 37 under JTC 1 of ISO/IEC,https://nij.ojp.gov/funding/opportunities/o-nij-2024-172192,AMERICAN NATIONAL STANDARDS INSTITUTE INCORPORATED,DC,15PNIJ-21-GG-00662-RESS,"$60,000",Open
2024,Semi-empirical Kinetics Model for Fingerprint Aging,https://nij.ojp.gov/funding/awards/15pnij-24-gg-03855-mumu,NIJ FY24 Research and Development in Forensic Science for Criminal Justice Purposes,https://nij.ojp.gov/funding/opportunities/o-nij-2024-171962,IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,IA,15PNIJ-24-GG-03855-MUMU,"$399,437",Open
